o:id,o:resource_template,o:resource_class,o:owner,o:is_public,dcterms:title,dcterms:creator,dcterms:description,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:authorList,bibo:cites,bibo:identifier,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,foaf:gender,foaf:membershipClass,cidoc-crm:P7_took_place_at,cidoc-crm:P104_is_subject_to,cidoc-crm:P4_has_time-span,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P108_has_produced,cidoc-crm:P152_has_parent,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P143_joined,cidoc-crm:P75_possesses,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P126_employed,cidoc-crm:P107i_is_current_or_former_member_of,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P53i_is_former_or_current_location_of,cidoc-crm:P1_is_identified_by,cidoc-crm:P93i_was_taken_out_of_existence_by,cidoc-crm:P149_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P27i_was_origin_of,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P82a_begin_of_the_begin,cidoc-crm:P82b_end_of_the_end,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of
41823,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Famagusta was a port city on the island of Cyprus that was under Genoese administration from 1372 to 1489.",,,c8203690-23f1-43fe-a84f-bba585519d7a,,,,,,,"https://en.wikipedia.org/wiki/Famagusta Famagusta (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/146617 Famagusta",Famagusta,,,,,,,,,,,,,,,,,,,,,,,Famagosta,,,,,,,,,,,,,,,,,,,,
41798,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,6f91107a-2d96-4878-a4dd-e6adae60ca94,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of nobilium de Imperialibus",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta nobilium de Imperialibus | platea illorum de Imperialibus | carrubeus de Imperialibus | Ianue... in contracta de Imperialibus",,,,41797,,,,,,,,,,,,,,,,
41797,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,12bc9664-7cb2-4450-83c3-d80bf091c226,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Campetto",,,,,,,,,,,,,,,,,,,,,,,,,,,31003,,,,,,,,,,,,,,,,
41790,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Gréolières was a commune in south France close to the province of Imperia. ",,,bd1b98f1-bf0b-4b66-9020-3c6e701f3b60,,,,,,,"https://en.wikipedia.org/wiki/Gr%C3%A9oli%C3%A8res Gréolières (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3014718 Gréolières",Gréolières,,,,,,,,,,,,,,,,,,,,,,,"de Groleriis",,,,31082,,,,,,,,,,,,,,,,
41773,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Ripalta was a commune in the province of La Spezia that was under Genoese dominion during the late medieval and early modern era.",,,0bcf92e4-b679-48c6-b6f1-e2f5b1864310,,,,,,,"https://it.wikipedia.org/wiki/Ripalta_(Borghetto_di_Vara) Ripalta (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/8973675 Ripalta",Ripalta,,,,,,,,,,,,,,,,,,,,,,,"de Ripalta",,,,37117,,,,,,,,,,,,,,,,
41770,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"San Andrés de Teixido was a commune under the administration of the Kingdom of Castile.",,,c9617b3c-5f1a-46a4-8e6d-1b485b662609,,,,,,,"https://es.wikipedia.org/wiki/San_Andr%C3%A9s_de_Teixido San Andrés de Teixido (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/6697219 San Andres de Teixido","San Andrés de Teixido",,,,,,,,,,,,,,,,,,,,,,,"Sancto Anderi regni Castelle",,,,26403,,,,,,,,,,,,,,,,
41726,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Falset is a commune in the province of Tarragona in the Principality of Catalonia.",,,b5690a16-2518-4be4-afe3-73355e0971fa,,,,,,,"https://es.wikipedia.org/wiki/Falset Falset (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3122656 Falset",Falset,,,,,,,,,,,,,,,,,,,,,,,"de Falceto",,,,27636,,,,,,,,,,,,,,,,
41661,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a894dbe6-c099-4e31-bc42-436c0069d3a3,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea Marmorea",,,,,,,,,,,,,,,,,,,,,,,"Ianue in vico iuxta plateam Marmoream de bancis",,,,26315,,,,,,,,,,,,,,,,
41627,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b31efca3-a4bd-4f28-bb7a-633ab347b8b5,,,,,,,"https://it.wikipedia.org/wiki/Arenzano Arenzano (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182887 Arenzano",Arenzano,,,,,,,,,,,,,,,,,,,,,,,"Arenzano is a commune within the city of Genoa.",,,,,,,,,,,,,,,,,,,,
41526,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Valle Bisagno a river valley east of the city of Genoa.",,,6020083f-92f8-4307-a2b6-45bcd0f2d52f,,,,,,,"https://it.wikipedia.org/wiki/Val_Bisagno Val Bisagno (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3182011 Torrente Bisagno","Valle Bisagno",,,,,,,,,,,,,,,,,,,,,,,Bisagnus,,,,,,,,,,,,,,,,,,,,
41504,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e4006059-e062-44e1-a344-bf1491957de1,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Croce di Canneto",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Crucis Caneti | contrata Crucis Caneti | Ianue in contracta crucis caneti",,,,26198,,,,,,,,,,,,,,,,
41501,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Fez is a city in Morocco. For the late medieval period it was under the dominion of the Marinid Sultanate.",,,dba64738-93a6-4ff7-bf8d-3898a3c848a3,,,,,,,"https://en.wikipedia.org/wiki/Fez,_Morocco Fez (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2548885 Fes",Fez,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41471,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The Guadalquivir River is a river in the Iberian peninsula that passes through the cities of Seville and Córdoba.",,,779d6c1b-9ec7-4942-91da-8832b1afba66,,,,,,,"https://en.wikipedia.org/wiki/Guadalquivir Guadalquivir River (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2516973 Río Guadalquivir","Guadalquivir River",,,,,,,,,,,,,,,,,,,,,,,,,,,26403,,,,,,,,,,,,,,,,
41463,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Alexandria is a city in Egypt. It was under the dominion of the Mamluk Sultanate until 1517, after which it was under Ottoman dominion.",,,47294fe9-fc09-46c3-b1c2-a32fc7e5a38a,,,,,,,"https://en.wikipedia.org/wiki/Alexandria Alexandria (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/361058 Alexandria",Alexandria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41431,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,77f76b61-feef-454a-9542-4304959b69aa,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Stellis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta platee de Stellis",,,,40475,,,,,,,,,,,,,,,,
41424,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Baiona is a municipality in the province of Pontevedra, part of the autonomous community of Galicia.",,,4f4a9a98-3413-4d84-833f-05144e912e90,,,,,,,"https://en.wikipedia.org/wiki/Baiona,_Pontevedra Baiona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3128462 Baiona",Baiona,,,,,,,,,,,,,,,,,,,,,,,"de Bayona",,,,27747,,,,,,,,,,,,,,,,
41379,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,672677b4-d347-4110-82df-e2ac66add351,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Cattaneis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta de Cataneis | platea illorum de Catanei | Ianue... in contracta Platee de Cataneis | Ianue in contracta nobilium de Cataneis",,,,"26312 | 40475",,,,,,,,,,,,,,,,
41363,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a18c9d00-e904-4efb-9379-6c4fc87aab55,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Mari de Bancis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta de Mari de Bancis | platea seu contrata de Mari platee Marmorum",,,,26315,,,,,,,,,,,,,,,,
41334,Place,cidoc-crm:E53_Place,steven.teasdale@alumni.utoronto.ca,true,,,,,,8504fcd2-d9b1-4e82-b87f-510c85e2db6d,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Salvagis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Platee de Salvaigis | platea de Salvaticorum | Ianue in platea de Salvaigis | in contrada nobilium de Salvaigis",,,,38552,,,,,,,,,,,,,,,,
41296,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,fb0052e2-b31f-440b-9e30-bd5991cf0402,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of San Siro",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Sancti Siri | S. Syro in S. S. | Ianue in quodam fondico Sancti Siri",,,,41180,,,,,,,,,,,,,,,,
41260,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2a5fb77e-03a5-4b88-a50c-1afbc27e1961,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Ripa Pexariorum",,,,,,,,,,,,,,,,,,,,,,,"Ianue sub ripa Pexariorum | Ripae Pexariorum contrata",,,,26317,,,,,,,,,,,,,,,,
41212,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,96fb0ad3-057f-4460-9c71-2bf83b38e36b,,,,,,,"https://en.wikipedia.org/wiki/Lisbon#Middle_Ages Lisbon (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2267057 Lisbon",Lisbon,,,,,,,,,,,,,,,,,,,,,,,"civitatis Lisbone",,,,41210,,,,,,,,,,,,,,,,
41210,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c53c8e61-581b-41e0-8156-e5c77ab009e5,,,,,,,"https://en.wikipedia.org/wiki/History_of_Portugal_(1415%E2%80%931578) Portugal in the Late Middle Ages (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/2264397 Portugal","Kingdom of Portugal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41201,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Cremona is a commune in Lombardia. During the fifteenth century it was under Milanese dominion.",,,"Cremona is a commune in Lombardia. During the fifteenth century it was under Milanese dominion.",,,,,,,"https://it.wikipedia.org/wiki/Cremona Cremona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3177838 Cremona",Cremona,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41193,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Corniglia is a frazione within the comune of Vernazza in the province of La Spezia. It came under the jurisdiction of the republic of Genoa in 1276.",,,e71a22c0-800e-424a-a790-7240510969c3,,,,,,,"https://it.wikipedia.org/wiki/Corniglia Corniglia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3178064 Corniglia",Corniglia,,,,,,,,,,,,,,,,,,,,,,,"de Cornilia",,,,26104,,,,,,,,,,,,,,,,
41180,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,15c520f1-43ea-46f7-82fd-9cea98323302,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of San Siro",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Sancti Siri",,,,40522,,,,,,,,,,,,,,,,
41092,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,2f69aa0f-17b7-479e-ad0b-023d1c95e57f,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Grimaldis",,,,,,,,,,,,,,,,,,,,,,,"Grimaldis-Grimaldorum contrata | Ianue in platea nobilium de Grimaldis | Ianue... in platea noblilium de Grimaldis ac de Spinulis de Sancto Luca | Ianue in contracta nobilium Grimaldis",,,,40722,,,,,,,,,,,,,,,,
40960,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,9109fddc-e078-4687-98b5-0c75134c11d6,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Picapetris",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta de Picapetris | Ianue in contracta pichapetrum | platea illorum de Piccapietra",,,,40858,,,,,,,,,,,,,,,,
40956,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,91b02060-54f5-4e92-930d-8170c4a5c9d9,,,,,,,"https://en.wikipedia.org/wiki/Tarragona Tarragona (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3108288 Tarragona",Tarragona,,,,,,,,,,,,,,,,,,,,,,,,,,,27741,,,,,,,,,,,,,,,,
40945,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Naxos was an island in the Aegean sea. It was under Venetian dominion during the late medieval and early modern period and was known as the Duchy of Naxos.",,,2a650a53-2981-4fe8-b3a4-46a2c4b7493c,,,,,,,"https://en.wikipedia.org/wiki/Naxos Naxos (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/256631 Naxos",Naxos,,,,,,,,,,,,,,,,,,,,,,,Nasso,,,,,,,,,,,,,,,,,,,,
40923,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Negroponte was a state established on the island of Euboea which was under Lombard and Venetian rule during the Late Middle Ages. It was captured by the Ottoman Empire in 1470.",,,b135ce53-003d-498f-b0ac-2e28dbec13be,,,,,,,"https://en.wikipedia.org/wiki/Triarchy_of_Negroponte Negroponte (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/262565 Euboea",Negroponte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40919,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,8c00dd0e-dd0c-4b7b-9f23-f8c378dbdb86,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Illorum de Franchis",,,,,,,,,,,,,,,,,,,,,,,"contrada illorum de Francis | platea illorum de Franchis",,,,40722,,,,,,,,,,,,,,,,
40913,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,a3d35227-5bfa-41d0-b522-5391cba63675,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea Domus Archiepiscopalis",,,,,,,,,,,,,,,,,,,,,,,,,,,26315,,,,,,,,,,,,,,,,
40908,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Stellanello is a comune in Liguria located within the province of Savona.",,,d225958c-c5f0-4943-a714-0b9a1a91a950,,,,,,,"https://it.wikipedia.org/wiki/Stellanello Stellanello (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3166169 Stellanello",Stellanello,,,,,,,,,,,,,,,,,,,,,,,,,,,26136,,,,,,,,,,,,,,,,
40899,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,003f34d1-4c87-4907-80af-deaf5e0db331,,,,,,,"https://en.wikipedia.org/wiki/Mantua Mantua (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3174051 Mantova",Mantua,,,,,,,,,,,,,,,,,,,,,,,"de Mantua",,,,,,,,,,,,,,,,,,,,
40873,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f59b7ce4-07ac-47cb-8b89-7a8b73ed57bd,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Sancta Agnete",,,,,,,,,,,,,,,,,,,,,,,"sita prope Sancte Agnetis | Sancta Agnetis contrata",,,,40872,,,,,,,,,,,,,,,,
40872,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The conestagia of Santa Agnese was one of four recongized conestagie (sub-districts) located in the district (compagna) of Borgo.",,,d55096d0-d7d1-4021-a3d6-21320c012270,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Santa Agnese",,,,,,,,,,,,,,,,,,,,,,,,,,,40871,,,,,,,,,,,,,,,,
40871,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"The compagna of Borgo was one of eight officially recognized districts within the walls of Genoa during the fifteenth-century.",,,df347931-7fcc-4b5c-8d13-89721aac8a46,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Borgo",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
40859,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c0175edf-4d66-4ec9-89cc-1323d5b81008,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Marihionis",,,,,,,,,,,,,,,,,,,,,,,"in contracta Platee de Marihionis | Ianue... in contracta Ripe videlicet in quadam platea de Galis sive Marihionorum",,,,37068,,,,,,,,,,,,,,,,
40858,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,d6b02b89-4485-44f7-a60d-4412c62eb3b6,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Piccapietra",,,,,,,,,,,,,,,,,,,,,,,,,,,31003,,,,,,,,,,,,,,,,
40853,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,55c17e97-4d31-45c0-8d47-fae36f49ec67,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Predis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Burgi Predis | Predis carrubeus rectus",,,,26311,,,,,,,,,,,,,,,,
40849,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,e2fdf01d-9a20-4966-8388-5fe920d804ec,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Scuderia",,,,,,,,,,,,,,,,,,,,,,,,,,,26325,,,,,,,,,,,,,,,,
40848,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,dd7fe58b-1e72-4e9d-87e9-4588b95a0aa0,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Scuterie",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contrata Schutarie | Scutariae-Scuterie (Scurarie)-Scutariorum ad calatam",,,,40849,,,,,,,,,,,,,,,,
40810,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,5dddcb30-5198-4a28-a0e8-01915b5ef05c,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Santa Maria de Vineis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta ecclesie Sancte Marie de Vineis | Ianue... in contracta de Vineis",,,,40422,,,,,,,,,,,,,,,,
40797,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,43612f7f-790e-4adf-bf81-79ef56151f3e,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Malchantoni",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Malcantoni | contrata Malchantoni-Marchantoni",,,,40796,,,,,,,,,,,,,,,,
40796,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,f3652215-c431-4f66-8718-192ad55a98fd,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Malcantoni",,,,,,,,,,,,,,,,,,,,,,,,,,,26198,,,,,,,,,,,,,,,,
40770,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Savigliano is a commune in Piemonte. It was under the dominion of the House of Savoy during most of the late medieval and early modern era.",,,cabbc7d0-802d-4e4b-a6d8-32bcc1b7fe03,,,,,,,"https://it.wikipedia.org/wiki/Savigliano Savigliano (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3167034 Savigliano",Savigliano,,,,,,,,,,,,,,,,,,,,,,,"de Saviliano",,,,,,,,,,,,,,,,,,,,
40740,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"in contratta Sancti Peter bancorum | Ianue in contracta Sancti Petri de Bancis",,,beffa4b5-426b-470c-9c0a-3a05dd59638a,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of San Pietro de Banchi",,,,,,,,,,,,,,,,,,,,,,,,,,,26315,,,,,,,,,,,,,,,,
40723,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c5630601-4a4e-4132-9113-b142a093b586,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Mansurre",,,,,,,,,,,,,,,,,,,,,,,"in contracta Mansurre | Mansurre [in] Manuzolle contrata | in contracta Manussale",,,,40722,,,,,,,,,,,,,,,,
40722,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,1ad1bbe4-3abf-4b21-a203-26ace9eeb71d,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Manusola",,,,,,,,,,,,,,,,,,,,,,,"Manuzolle contrata | in contracta Manusole",,,,40522,,,,,,,,,,,,,,,,
40643,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,df462253-0ead-4904-b453-60eeeb9bec1f,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea Magna",,,,,,,,,,,,,,,,,,,,,,,"in civitate... Mitilleni in Plathea Magna iuxta collate",,,,39703,,,,,,,,,,,,,,,,
40630,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,c611838c-5546-4155-940a-e9e31f0ae05f,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Spaderia",,,,,,,,,,,,,,,,,,,,,,,,,,,26316,,,,,,,,,,,,,,,,
40629,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,b32435be-6c31-401e-8ec3-27ba807487f3,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Lercaris",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta de Lercariis",,,,40630,,,,,,,,,,,,,,,,
40598,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,88c543b9-e322-4b2e-8f6c-62c708fb1fbb,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea de Spinulis",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Platee de Spinulis | Ianue in contracta Platee nobilium de Spinulis de Luculo",,,,31002,,,,,,,,,,,,,,,,
40523,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,531517b1-650d-4c34-a04f-d71c3642bc14,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Fossatello",,,,,,,,,,,,,,,,,,,,,,,"Ianue in contracta Fossatelli | Ianue in Fosatello",,,,40522,,,,,,,,,,,,,,,,
40522,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"in contracta Porte Nove",,,1e3f0cea-c586-4239-97f7-ed7c3fcdb2f0,,,,,,,,,,,,,,,,,,,,,,,,"The district (compagna) of Porta Nuova",,,,,,,,,,,,,,,,,,,,,,,,,,,26037,,,,,,,,,,,,,,,,
40476,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,61c5ef94-573a-474f-bf76-01fc9c3c0e69,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of Platea Sancti Georgii",,,,,,,,,,,,,,,,,,,,,,,"platea Sancti Georgii",,,,40475,,,,,,,,,,,,,,,,
40475,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,00d84eaa-a4a7-4092-924f-d875749c1a8c,,,,,,,,,,,,,,,,,,,,,,,,"The sub-district (conestagia) of Clavica",,,,,,,,,,,,,,,,,,,,,,,,,,,37070,,,,,,,,,,,,,,,,
40465,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,,,,16354100-3101-4fd9-b3ea-5c3197016870,,,,,,,,,,,,,,,,,,,,,,,,"The neighbourhood (contrada) of the Usodimare albergo",,,,,,,,,,,,,,,,,,,,,,,"in contracta de Ususmaris",,,,26315,,,,,,,,,,,,,,,,
40428,Place,cidoc-crm:E48_Place_Name,steven.teasdale@alumni.utoronto.ca,true,,,"Bastia is a commune in Corsica",,,443b17f9-86c9-49b7-9f73-ac7808c07c15,,,,,,,"https://en.wikipedia.org/wiki/Bastia Bastia (Wikipedia)",,,,,,,,,,,,,,,,"http://www.geonames.org/3034640 Bastia","Bastia (Corsica)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
