o:id,url,o:resource_template,o:resource_class,o:owner,o:is_public,o:item_set/o:id,o:item_set/dcterms:title,o:media/o:id,o:media/file,dcterms:title,dcterms:creator,dcterms:description,dcterms:publisher,dcterms:date,dcterms:type,dcterms:identifier,dcterms:language,dcterms:rights,dcterms:alternative,dcterms:isReplacedBy,dcterms:replaces,dcterms:isPartOf,dcterms:isReferencedBy,dcterms:rightsHolder,bibo:cites,bibo:editor,bibo:edition,bibo:identifier,bibo:isbn,bibo:issn,bibo:pageEnd,bibo:pageStart,bibo:shortDescription,bibo:shortTitle,bibo:volume,scripto:transcription,cidoc-crm:P7_took_place_at,cidoc-crm:P53_has_former_or_current_location,cidoc-crm:P48_has_preferred_identifier,cidoc-crm:P107_has_current_or_former_member,cidoc-crm:P14_carried_out_by,cidoc-crm:P12_occurred_in_the_presence_of,cidoc-crm:P104i_applies_to,cidoc-crm:P30_transferred_custody_of,cidoc-crm:P11_had_participant,cidoc-crm:P138_represents,cidoc-crm:P51_has_former_or_current_owner,cidoc-crm:P67_refers_to,cidoc-crm:P1_is_identified_by,cidoc-crm:P167_was_at,cidoc-crm:P29_custody_received_by,cidoc-crm:P19_was_intended_use_of,cidoc-crm:P139_has_alternative_form,cidoc-crm:P22_transferred_title_to,cidoc-crm:P92i_was_brought_into_existence_by,cidoc-crm:P131_is_identified_by,cidoc-crm:P102_has_title,cidoc-crm:P8_took_place_on_or_within,cidoc-crm:P8i_witnessed,cidoc-crm:P7i_witnessed,cidoc-crm:P2_has_type,cidoc-crm:P50_has_current_keeper,cidoc-crm:P23_transferred_title_from,cidoc-crm:P129_is_about,cidoc-crm:P159_occupied,cidoc-crm:P69_has_association_with,cidoc-crm:P168_place_is_defined_by,cidoc-crm:P3_has_note,cidoc-crm:P167_was_within,cidoc-crm:P175i_starts_after_or_with_the_start_of,cidoc-crm:P184_ends_before_or_with_the_end_of,skos:inScheme,skos:hasTopConcept,skos:topConceptOf,skos:prefLabel,skos:altLabel,skos:hiddenLabel,skos:notation,skos:note,skos:definition,skos:scopeNote,skos:semanticRelation,skos:broader,skos:narrower,skos:related,skos:exactMatch,skos:closeMatch,fabio:hasPageCount,fabio:hasPlaceOfPublication,fabio:hasPublicationYear,fabio:hasSequenceIdentifier,schema:endDate,schema:gender,schema:mentions,schema:loanTerm,schema:hasOccupation,schema:startDate,schema:dateCreated,schema:sponsor,schema:numberOfItems,schema:nationality,schema:leaseLength,schema:spouse,schema:additionalName,schema:alternateName,schema:agent,schema:children,cidoc:P1_is_identified_by,cidoc:P2_has_type,cidoc:P3_has_note,cidoc:P7_took_place_at,cidoc:P11_had_participant,cidoc:P12_occurred_in_the_presence_of,cidoc:P22_transferred_title_to,cidoc:P23_transferred_title_from,cidoc:P24_transferred_title_of,cidoc:P29_custody_received_by,cidoc:P30_transferred_custody_of,cidoc:P44_has_condition,cidoc:P48_has_preferred_identifier,cidoc:P49_has_former_or_current_keeper,cidoc:P51_has_former_or_current_owner,cidoc:P53_has_former_or_current_location,cidoc:P67_refers_to,cidoc:P72_has_language,cidoc:P92i_was_brought_into_existence_by,cidoc:P102_has_title,cidoc:P105_right_held_by,cidoc:P106i_forms_part_of,cidoc:P140i_was_attributed_by,cidoc:P152_has_parent,cidoc:P190_has_symbolic_content
27625,http://www.genoesemerchantnetworks.com/s/main/item/27625,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,draperius,,"A person named as a ""draperius"" is a person who works as a draper.",,,,6d8909e0-b337-45dc-b455-0658c0bc48f1,,,drapperius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27632,http://www.genoesemerchantnetworks.com/s/main/item/27632,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister cintorum",,"A person named as a ""magister cintorum"" is someone who works as a belt-maker. They are a specialized form of leather worker.",,,,d83df5e8-c2d0-4e50-b762-527f89b2cffa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27666,http://www.genoesemerchantnetworks.com/s/main/item/27666,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,copertorerius,,"A person named as a ""copertorerius"" is someone who works as a rug maker or carpet maker, generally from woolen cloth.",,,,2ba7a012-a398-44cd-8007-c2266057bdef,,,coperterius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27672,http://www.genoesemerchantnetworks.com/s/main/item/27672,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cappellanus,,"A person named as a ""cappellanus"" is someone who is a chaplain for a household or institution.",,,,b4a683cc-c68e-4b42-859e-b8d02650290c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27678,http://www.genoesemerchantnetworks.com/s/main/item/27678,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,pancogolus,,"A person named as a ""pancogolus"" is someone who works as a baker, specifically of bread.",,,,1ad774be-f311-40ab-b9ca-27fab025fdd1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27694,http://www.genoesemerchantnetworks.com/s/main/item/27694,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,fornarius,,"A person named as a ""fornarius"" is someone who works as a baker.",,,,398e81f4-7867-4866-a04c-46b53cf64c8d,,,furnarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27704,http://www.genoesemerchantnetworks.com/s/main/item/27704,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,correrius,,"A person named as a ""correrius"" is someone who works as a leather worker.",,,,256b289c-bd4c-463a-b40c-9031f09d5a5c,,,currerius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27730,http://www.genoesemerchantnetworks.com/s/main/item/27730,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,formagarius,,"A person named as a ""formagarius"" is someone who works as a cheese-maker.",,,,1d1551db-6aff-41fc-8c53-5d372d048db3,,,"formagliarius | formaiarus | formagiarius | formaglarius | formaiarius | formagerius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27743,http://www.genoesemerchantnetworks.com/s/main/item/27743,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,commissarius,,"A person named as a ""commissarius"" is someone works as a commissioner. In the late medieval and early modern era this was usually someone named as head of a delegation.",,,,82d40aed-2cfd-480c-ad4c-b616d05ade6c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27745,http://www.genoesemerchantnetworks.com/s/main/item/27745,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,clericus,,"A person named as a ""clericus"" is someone who works as a scribe or a clerk, often for a religious institution.",,,,f382e66c-14c4-4cc7-b8c0-48def0e633e3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27755,http://www.genoesemerchantnetworks.com/s/main/item/27755,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,nauta,,"A person named as a ""nauta"" is someone who works as a sailor or seaman.",,,,d2b884fc-d792-419d-a64d-44b83fd8d26a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27778,http://www.genoesemerchantnetworks.com/s/main/item/27778,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,iocalista,,"A person named as a ""iocalista"" is someone who sells ornamental jewelry, as opposed to fine jewelry, and other sorts of trinkets.",,,,f017d08a-cb0d-4a7f-9fe1-bf7c457c483f,,,"jocalista | iolerius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27786,http://www.genoesemerchantnetworks.com/s/main/item/27786,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,spadarius,,"A person named as a ""spadarius"" is someone who works as a sword-maker. Essentially, a specialized form of metal worker.",,,,10fce2c3-bdf9-4789-a653-6e3d2815d568,,,spaerius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30975,http://www.genoesemerchantnetworks.com/s/main/item/30975,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,tornator,,"A person named as a ""tornator"" is someone who works as a potter.",,,,4a249738-ff8d-429f-b5f8-a6428e8e4936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30987,http://www.genoesemerchantnetworks.com/s/main/item/30987,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,macarolius,,"A person named as a ""macarolius"" is someone who works as a cloth weaver.",,,,715d992a-db0e-449b-be01-5a7d6ef68791,,,macharolius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30993,http://www.genoesemerchantnetworks.com/s/main/item/30993,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,quarelerius,,"A person named as a ""quarelerius"" is a someone who works as a judiciary officer. They were responsible for law enforcement and implementing punishment, including corporal punishment.",,,,6803d71e-1d6e-4ed6-a244-bd0a6570cd2b,,,quarilerius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31009,http://www.genoesemerchantnetworks.com/s/main/item/31009,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,bancalarius,,"A person named as a ""bancalarius"" is a someone who works as a carpenter.",,,,4d831bf9-8f8a-465c-af5e-e6b35225d435,,,"bancalarius | banchalarii | banchalarius | banchelarius | bancalerius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31039,http://www.genoesemerchantnetworks.com/s/main/item/31039,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister tinctorum",,"A person named as a ""magister tinctorum"" is somone who makes dyes (as opposed to a dyer, who dyes various forms of textiles).",,,,74b645aa-74b5-412d-bae6-2fed3354b620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31044,http://www.genoesemerchantnetworks.com/s/main/item/31044,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,preceptor,,"A person named as a ""preceptor"" is someone who works as a tutor or teacher.",,,,55b5b3a1-050b-4570-8be9-e5234792631a,,,praeceptor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31045,http://www.genoesemerchantnetworks.com/s/main/item/31045,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,monachus,,"A person named as a ""monachus"" is a man who works as a monk in a male monastery.",,,,01f8e10f-bffd-4a9b-901e-5ec46730f4ba,,,"frater | monacus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31049,http://www.genoesemerchantnetworks.com/s/main/item/31049,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,prelatus,,"A person named as a ""prelatus"" is someone who works as a prelate, generally a high-ranking member of the clergy.",,,,07c4038b-cdf7-4b6b-99b0-9090ead89136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31067,http://www.genoesemerchantnetworks.com/s/main/item/31067,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister axie",,"A person named as a ""magister axie"" is a someone who works as a shipwright. Essentially, it a specialized form of wood worker who works with planks.",,,,ae47f060-a4e6-4bb4-9e79-92616943f46f,,,"magistram aspie | magister ascie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31090,http://www.genoesemerchantnetworks.com/s/main/item/31090,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,bancarotus,,"A person named as a ""bancarotus"" is someone who works as a money-changer or a petty banker.",,,,72778751-58a3-4cd0-9391-3b14d4b81b1f,,,"bancherotus | bancalotus",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31092,http://www.genoesemerchantnetworks.com/s/main/item/31092,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,barrillarius,,"A person named as a ""barrillarius"" is a person who works as a cooper or barrel maker.",,,,f18125c1-45a8-4d29-849d-7f9f99bb2afe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31099,http://www.genoesemerchantnetworks.com/s/main/item/31099,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,ortolanus,,"A person named as an ""ortolanus"" is someone who works as a gardener or farmer, in particular someone who grows vegetables.",,,,ebbcf01e-b9f6-42be-baf3-c5cc2b3380c8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31103,http://www.genoesemerchantnetworks.com/s/main/item/31103,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,censarius,,"A person named as a ""censarius"" is someone who works as a commercial agent or commercial representative.",,,,1dd011cd-60d3-4df9-8271-10f6a50bc405,,,sensale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31104,http://www.genoesemerchantnetworks.com/s/main/item/31104,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,mansionarius,,"A person named as a ""mansionarius"" is someone who works as a canon of a church.",,,,31b053eb-6957-4642-acf7-29b38442a167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31148,http://www.genoesemerchantnetworks.com/s/main/item/31148,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,pater,,"A person named as a ""pater"" is someone who works as a preacher or a priest.",,,,d35e5018-c990-437f-a1e1-1521a7625fda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31149,http://www.genoesemerchantnetworks.com/s/main/item/31149,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,pexarius,,"A person named as a ""pexarius"" is a fish merchant.",,,,ddb4dfe6-f9aa-4a44-a0d7-ea673e9a5786,,,"pessarius | pesciaro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31163,http://www.genoesemerchantnetworks.com/s/main/item/31163,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,miles,,"A person named as a ""miles"" is someone who works as a soldier.",,,,aadf5c64-0e9c-4edd-9ff1-376533098109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31165,http://www.genoesemerchantnetworks.com/s/main/item/31165,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,accimator,,"A person named as an ""accimator"" is someone who works as a shearer or cutter of textiles.",,,,f41630e9-7013-4f16-a48c-f08b492b602d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31169,http://www.genoesemerchantnetworks.com/s/main/item/31169,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,balistarius,,"A person named as a ""balistarius"" is someone who works as an archer (generally with a cross-bow, in a military sense).",,,,538be460-52b9-41a4-ba2f-0d69ad46d5ae,,,"balestriero | balestrierius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31170,http://www.genoesemerchantnetworks.com/s/main/item/31170,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,unctor,,"A person named as an ""unctor"" is someone who works as a dyer.",,,,07c7c91d-2bda-4553-87ea-e91b2bf529c8,,,ontore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31186,http://www.genoesemerchantnetworks.com/s/main/item/31186,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,canonicus,,"A person named as a ""canonicus"" is someone who works as a canon for a religious institution.",,,,d2dc775f-dc5f-4912-a79b-3c762732a556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31280,http://www.genoesemerchantnetworks.com/s/main/item/31280,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"textor pannorum lane",,"A person named as a ""textor pannorum lane"" is someone who works as a wool weaver.",,,,4c00fdbe-aae2-4f11-8538-c51385f17e6c,,,"orditor pannorum lane",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31308,http://www.genoesemerchantnetworks.com/s/main/item/31308,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,remolarius,,"A person named as a ""remolarius"" is somenone who works as an an oar-maker, a specialized form of wood worker.",,,,23a4b186-ca58-451f-9b46-6211eca90fe9,,,remorarius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31486,http://www.genoesemerchantnetworks.com/s/main/item/31486,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,vetrerius,,"A person named as a ""vetrerius"" is someone who works as a glass maker.",,,,7ee20f64-4fb5-4a1f-9f17-de738256572c,,,"vitrerii | vitrerius | vitrerio | victrerius",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37110,http://www.genoesemerchantnetworks.com/s/main/item/37110,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,episcopus,,"A person named as an ""episcopus"" is someone who has been appointed ands works as a bishop.",,,,b60b730d-50bd-4003-a04d-4fd4f3e3514e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37112,http://www.genoesemerchantnetworks.com/s/main/item/37112,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cordoanerius,,"A person named as a ""cordoanerius"" is someone who works as a leatherworker, in particular in the manufacture of straps, cords, and bindings.",,,,0574f9cb-982a-4a65-bd8d-6e6554a93566,,,"cordonerius | cordoanero",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37308,http://www.genoesemerchantnetworks.com/s/main/item/37308,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,cartarius,,"A person named as a ""cartarius"" is somone who works as a maker of paper or parchment.",,,,1533ce5c-d771-4af4-8d89-7c988aa9e287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38618,http://www.genoesemerchantnetworks.com/s/main/item/38618,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,armerius,,"A person who is named as an ""armerius"" is someone who works as a cabinetmaker.",,,,1c7b19c9-2963-4451-baa0-521addecb6bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I'm not absolutely certain about the nature of this occupation.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39668,http://www.genoesemerchantnetworks.com/s/main/item/39668,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,coralerius,,"A person named as a ""coralerius"" is someone who works as a coral fisher (sometimes referred to as a coral farmer).",,,,05c5ba6e-d79c-496e-844f-11fbc8be785d,,,corallerius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39677,http://www.genoesemerchantnetworks.com/s/main/item/39677,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"magister teologie",,"A person named as a ""magister teologie"" is a someone who studies and teaches theology.",,,,5793c8a8-01d2-45ab-8f7f-a2259a5e48cc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39678,http://www.genoesemerchantnetworks.com/s/main/item/39678,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,navigator,,"A person named as a ""navigator"" is soemone who works at navigating or steering a ship.",,,,09e7ea65-d3b5-4e6a-b88e-82dd7d92506a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39679,http://www.genoesemerchantnetworks.com/s/main/item/39679,Occupation,cidoc-crm:E2_Temporal_Entity,steven.teasdale@alumni.utoronto.ca,true,,,,,"tinctor vermillii",,"A person named as a ""tinctor vermilii"" is someone who works as a dyer with vermilion dye, made from cinnabar.",,,,8ed10d85-2579-4105-8956-765460307ae6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
